train,test,model,level,roc_auc_mean,roc_auc_std,balanced_accuracy_mean,balanced_accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,mcc_mean,mcc_std
kaggle_spiral,handpd_spiral,efficientnet_b0,image,0.665259009009009,0.11577545669970837,0.6055555555555555,0.06301634727582954,0.425,0.2489752555316617,0.7861111111111111,0.18124866964177586,0.17842164479493627,0.08800071413162991
kaggle_spiral,handpd_spiral,efficientnet_b0,subject,0.7031531531531531,0.14546519888981013,0.6394894894894895,0.08115299613541524,0.45675675675675675,0.28879108743878495,0.8222222222222222,0.149071198499986,0.2391318810045049,0.11964231663423326
kaggle_spiral,handpd_spiral,resnet50,image,0.6268768768768769,0.06570102108015977,0.5478978978978979,0.04018958345341114,0.15135135135135136,0.13516469271343934,0.9444444444444444,0.056416933365527513,0.10952343681736207,0.054074306047780414
kaggle_spiral,handpd_spiral,resnet50,subject,0.6563063063063063,0.07626940393717452,0.5441441441441441,0.036642482180239286,0.12162162162162163,0.1174199134931268,0.9666666666666666,0.049690399499995375,0.11613133350919871,0.047982869045308386
kaggle_spiral,handpd_spiral,vgg16,image,0.6591966966966967,0.22323028386573257,0.5342717717717718,0.09872850500530975,0.7074324324324325,0.4267575270006571,0.3611111111111111,0.49922779876698414,0.041422380163436266,0.17085326217245259
kaggle_spiral,handpd_spiral,vgg16,subject,0.6660660660660661,0.25011348865596617,0.5427927927927928,0.10340757011936032,0.7189189189189189,0.43268573662232745,0.3666666666666667,0.5055250296034367,0.057642326510915165,0.17294728114729083
