train,test,model,level,roc_auc_mean,roc_auc_std,balanced_accuracy_mean,balanced_accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,mcc_mean,mcc_std
handpd_spiral,kaggle_spiral,efficientnet_b0,image,0.6512879661668589,0.028425906554054345,0.5901960784313726,0.06480977992564083,0.2156862745098039,0.1663780661615406,0.9647058823529411,0.0488231356783872,0.26379423498646165,0.13338860576262518
handpd_spiral,kaggle_spiral,efficientnet_b0,subject,0.685128205128205,0.034132433420089765,0.5723076923076923,0.08763830996077607,0.16,0.2033060090930254,0.9846153846153847,0.03440104580768907,0.19789700626070314,0.2036266740692415
handpd_spiral,kaggle_spiral,resnet50,image,0.6222222222222222,0.04556029244612925,0.5882352941176471,0.02593873834377049,0.20392156862745098,0.0629286530818871,0.972549019607843,0.04295863196118948,0.28250323081196094,0.06714140611559435
handpd_spiral,kaggle_spiral,resnet50,subject,0.601025641025641,0.03291652622744868,0.5656410256410256,0.023681538233884712,0.14666666666666667,0.055777335102271716,0.9846153846153847,0.03440104580768907,0.23869219531663868,0.06191023544067838
handpd_spiral,kaggle_spiral,vgg16,image,0.772395232602845,0.01561951023896342,0.6235294117647059,0.07290585271599304,0.7411764705882353,0.2893070643282043,0.5058823529411764,0.3992977303113018,0.3206120213831817,0.11047371535202766
handpd_spiral,kaggle_spiral,vgg16,subject,0.7825641025641026,0.006880209161537875,0.6051282051282051,0.09882611456718854,0.7333333333333334,0.3299831645537222,0.4769230769230769,0.4465515468830767,0.26506317892401465,0.1874428678143487
