dataset,model,protocol,level,seed,accuracy,balanced_accuracy,sensitivity,specificity,f1,roc_auc,mcc,accuracy_bootmean,accuracy_lo95,accuracy_hi95,roc_auc_bootmean,roc_auc_lo95,roc_auc_hi95,sensitivity_bootmean,sensitivity_lo95,sensitivity_hi95,specificity_bootmean,specificity_lo95,specificity_hi95,p1_leak_fraction,acc_same_subject_seen,acc_subject_unseen,permutation_floor_balacc,permutation_floor_auc,permutation_floor_acc
handpd:meander,vgg16,P1_image,image,3,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.7128378378378378,0.0,0.8002717391304347,0.7065217391304348,0.8698369565217392,0.7131221412532044,0.6304870287125118,0.7918385845924909,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,vgg16,P1_image,subject,3,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.777027027027027,0.0,0.8005978260869564,0.7282608695652174,0.8804347826086957,0.7735638841727877,0.6549158751696065,0.9043689787502148,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,vgg16,P2_subject,image,3,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.9144144144144143,0.0,0.794836956521739,0.7065217391304348,0.8804347826086957,0.9168073858755901,0.837490086517664,0.9674778487402044,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,vgg16,P2_subject,subject,3,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.9226726726726727,0.0,0.8005978260869564,0.7282608695652174,0.8804347826086957,0.9268436354932166,0.8437294407894737,0.9817236753856472,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,vgg16,leakage_probe,image,3,,,,,,,,,,,,,,,,,,,,0.967391304347826,0.797752808988764,1.0,0.5,0.5344406906906907,0.8043478260869565
handpd:meander,resnet50,P1_image,image,3,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.8899680930930931,0.0,0.8002717391304347,0.7065217391304348,0.8698369565217392,0.8937446376090514,0.8182269683441559,0.9550481482738603,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,resnet50,P1_image,subject,3,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.9309309309309309,0.0,0.8005978260869564,0.7282608695652174,0.8804347826086957,0.9314913416792342,0.8588088474025974,0.9847436763999038,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,resnet50,P2_subject,image,3,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.792042042042042,0.0,0.794836956521739,0.7065217391304348,0.8804347826086957,0.7966758787690523,0.688394839638158,0.887019231932082,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,resnet50,P2_subject,subject,3,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.8108108108108107,0.0,0.8005978260869564,0.7282608695652174,0.8804347826086957,0.8142271972752309,0.7130413510101009,0.9058603896103897,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,resnet50,leakage_probe,image,3,,,,,,,,,,,,,,,,,,,,0.967391304347826,0.797752808988764,1.0,0.5,0.5603415915915916,0.8043478260869565
handpd:meander,efficientnet_b0,P1_image,image,3,0.8505434782608695,0.6706081081081081,0.9662162162162162,0.375,0.9122807017543859,0.8644894894894896,0.45011854623941017,0.845883152173913,0.7906929347826087,0.8941576086956522,0.865936135365357,0.7909244791666666,0.9320748799344774,0.9647766318308436,0.9383347602739726,0.9859203834115806,0.367943292436517,0.24965277777777778,0.4844184027777778,,,,,,
handpd:meander,efficientnet_b0,P1_image,subject,3,0.8586956521739131,0.6388888888888888,1.0,0.2777777777777778,0.9192546583850931,0.9204204204204205,0.48607690082139554,0.8540217391304347,0.782608695652174,0.9130434782608695,0.9231929599185404,0.8253604902667628,0.9892551183228594,1.0,1.0,1.0,0.2641598691540558,0.0665625,0.5,,,,,,
handpd:meander,efficientnet_b0,P2_subject,image,3,0.8342391304347826,0.5816441441441441,0.9966216216216216,0.16666666666666666,0.9062980030721967,0.8834928678678678,0.3508983188501815,0.8265353260869566,0.7444972826086956,0.894225543478261,0.8862176086535802,0.7884382659313726,0.949427024680931,0.99658525972304,0.9871753246753248,1.0,0.16804239693751982,0.06998611111111112,0.2708333333333333,,,,,,
