dataset,model,protocol,level,n_train_subjects,n_test_subjects,n_overlapping_subjects,overlap_fraction_of_test,seed,accuracy,balanced_accuracy,sensitivity,specificity,f1,roc_auc,mcc,accuracy_bootmean,accuracy_lo95,accuracy_hi95,roc_auc_bootmean,roc_auc_lo95,roc_auc_hi95,sensitivity_bootmean,sensitivity_lo95,sensitivity_hi95,specificity_bootmean,specificity_lo95,specificity_hi95,p1_leak_fraction,acc_same_subject_seen,acc_subject_unseen,permutation_floor_balacc,permutation_floor_auc,permutation_floor_acc
kaggle:wave,resnet50,P1_image,image,,,,,2.0,0.696078431372549,0.696078431372549,0.39215686274509803,1.0,0.5633802816901409,0.8073817762399077,0.4938647983247948,0.6894740200679468,0.5118522408963585,0.8338541666666668,0.8104637441133784,0.6892092427248677,0.909098679098679,0.39370959847364195,0.24435185185185185,0.5438657407407409,1.0,1.0,1.0,,,,,,
kaggle:wave,resnet50,P1_image,subject,,,,,2.0,0.7142857142857143,0.7333333333333334,0.4666666666666667,1.0,0.6363636363636364,0.8923076923076924,0.53748384988657,0.7132142857142856,0.5357142857142857,0.8571428571428571,0.8940292209495135,0.7482291666666666,1.0,0.46610066404184053,0.26666666666666666,0.7,1.0,1.0,1.0,,,,,,
kaggle:wave,resnet50,P2_subject,image,,,,,2.0,0.6568627450980392,0.6568627450980392,0.5098039215686274,0.803921568627451,0.5977011494252874,0.7612456747404844,0.3282439759448873,0.650455577430103,0.5331944444444444,0.773827030812325,0.7694253039574422,0.6090528888323007,0.9087281873219374,0.4949251683253281,0.31317401960784313,0.6962095875139355,0.8153441188024624,0.6923076923076923,0.9722222222222222,,,,,,
kaggle:wave,resnet50,P2_subject,subject,,,,,2.0,0.6428571428571429,0.6615384615384616,0.4,0.9230769230769231,0.5454545454545454,0.8256410256410256,0.3721042037676254,0.6532142857142859,0.5,0.8214285714285714,0.8318619092066959,0.6359493371212122,0.9777777777777777,0.41879643651412224,0.16666666666666666,0.6923076923076923,0.9214662108832,0.7494318181818181,1.0,,,,,,
kaggle:wave,resnet50,leakage_probe,image,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.9705882352941176,0.6868686868686869,1.0,0.49206349206349204,0.4949124949124949,0.6078431372549019
kaggle:wave,efficientnet_b0,P1_image,image,,,,,2.0,0.6568627450980392,0.6568627450980392,0.6078431372549019,0.7058823529411765,0.6391752577319587,0.7393310265282584,0.31524416249564025,0.6526050889868965,0.5310639880952381,0.7609766139657445,0.7352495364315368,0.592521105664488,0.8588819444444445,0.6074797636266616,0.4521825396825397,0.7462215320910973,0.6916982293320063,0.4991666666666667,0.8422064777327934,,,,,,
kaggle:wave,efficientnet_b0,P1_image,subject,,,,,2.0,0.6785714285714286,0.6846153846153846,0.6,0.7692307692307693,0.6666666666666666,0.717948717948718,0.3721042037676254,0.6867857142857144,0.5357142857142857,0.8571428571428571,0.7227880560862856,0.5206951530612244,0.9091841491841491,0.6009396861738193,0.3885416666666667,0.8336538461538463,0.7871480128488642,0.5384615384615384,1.0,,,,,,
kaggle:wave,efficientnet_b0,P2_subject,image,,,,,2.0,0.5588235294117647,0.5588235294117647,0.17647058823529413,0.9411764705882353,0.2857142857142857,0.598231449442522,0.18257418583505536,0.5550226481790159,0.38515625000000003,0.7407638888888889,0.6051216831360934,0.4523659736148247,0.7644513262217766,0.18444404987726262,0.06037296037296038,0.3333333333333333,0.9425194442494419,0.8888888888888888,1.0,,,,,,
kaggle:wave,efficientnet_b0,P2_subject,subject,,,,,2.0,0.6071428571428571,0.6333333333333333,0.26666666666666666,1.0,0.42105263157894735,0.6358974358974359,0.38005847503304596,0.6098214285714285,0.42857142857142855,0.7857142857142857,0.6423396229098006,0.464217032967033,0.817734375,0.2726754368352665,0.0,0.5,1.0,1.0,1.0,,,,,,
kaggle:wave,efficientnet_b0,leakage_probe,image,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.9705882352941176,0.6464646464646465,1.0,0.3797313797313797,0.4786324786324786,0.45098039215686275
kaggle:wave,vgg16,P1_image,image,,,,,3.0,0.7549019607843137,0.7549019607843137,0.8431372549019608,0.6666666666666666,0.7747747747747747,0.8669742406766628,0.5179323973782373,0.7508452782339157,0.6559895833333333,0.8542410714285714,0.861543087964914,0.7571409418468241,0.9470066452506929,0.8419743588034245,0.6869791666666667,0.9744047619047619,0.6512815040406998,0.5150505050505051,0.7619929453262786,,,,,,
kaggle:wave,vgg16,P1_image,subject,,,,,3.0,0.8214285714285714,0.8282051282051281,0.7333333333333333,0.9230769230769231,0.8148148148148148,0.882051282051282,0.6615185844757785,0.8282142857142858,0.6785714285714286,0.9285714285714286,0.8837493003044059,0.7295338589981447,0.9839736733854382,0.7395068607003591,0.5,0.9286904761904763,0.9228526008520204,0.726948051948052,1.0,,,,,,
kaggle:wave,vgg16,P2_subject,image,,,,,3.0,0.5490196078431373,0.5490196078431373,0.21568627450980393,0.8823529411764706,0.3235294117647059,0.6535947712418301,0.1315334104411641,0.5620293166847212,0.3995588235294118,0.7047889610389612,0.6485381773896983,0.4455489771666242,0.8142333553791887,0.22874288265066972,0.041666666666666664,0.46153846153846156,0.8835549267724992,0.7775862068965518,1.0,,,,,,
kaggle:wave,vgg16,P2_subject,subject,,,,,3.0,0.6071428571428571,0.6333333333333333,0.26666666666666666,1.0,0.42105263157894735,0.641025641025641,0.38005847503304596,0.6158928571428571,0.4642857142857143,0.7857142857142857,0.646390969746689,0.42776041666666664,0.8396085287261759,0.26596935043800374,0.0,0.5295098039215687,1.0,1.0,1.0,,,,,,
kaggle:wave,vgg16,leakage_probe,image,,,,,3.0,,,,,,,,,,,,,,,,,,,,0.9117647058823529,0.7741935483870968,0.5555555555555556,0.5098039215686274,0.5255670895809305,0.5098039215686274
kaggle:wave,resnet50,P1_image,image,,,,,3.0,0.7647058823529411,0.7647058823529411,0.5686274509803921,0.9607843137254902,0.7073170731707317,0.8592848904267589,0.5755111510313081,0.7704065972163547,0.6190476190476191,0.870436507936508,0.8639407705209563,0.7641823864782122,0.947420707439896,0.5801491220930854,0.3919683257918552,0.7639093137254902,0.9659034790750255,0.9199166666666667,1.0,,,,,,
kaggle:wave,resnet50,P1_image,subject,,,,,3.0,0.75,0.7666666666666666,0.5333333333333333,1.0,0.6956521739130435,0.9435897435897436,0.5887840577551898,0.76625,0.6071428571428571,0.8928571428571429,0.9475928197005707,0.8644531249999999,1.0,0.5518015861847131,0.2939075630252101,0.7860714285714286,1.0,1.0,1.0,,,,,,
kaggle:wave,resnet50,P2_subject,image,,,,,3.0,0.6470588235294118,0.6470588235294117,0.5294117647058824,0.7647058823529411,0.6,0.7251057285659361,0.30261376633440124,0.6451317893547289,0.44047619047619047,0.8002083333333334,0.7083617850294417,0.4710206261991976,0.8842809606481481,0.5131888528329032,0.24986111111111112,0.7361865942028987,0.7573036248585276,0.4759523809523809,0.9335294117647059,,,,,,
kaggle:wave,resnet50,P2_subject,subject,,,,,3.0,0.5714285714285714,0.5794871794871794,0.4666666666666667,0.6923076923076923,0.5384615384615384,0.6615384615384615,0.16233926856661637,0.5832142857142857,0.39285714285714285,0.7857142857142857,0.6723565282196486,0.46349158653846156,0.8556149732620321,0.48161508389701113,0.24930555555555556,0.7508928571428574,0.6954660272218323,0.4369791666666667,0.9375919117647059,,,,,,
kaggle:wave,resnet50,leakage_probe,image,,,,,3.0,,,,,,,,,,,,,,,,,,,,0.9117647058823529,0.7526881720430108,0.8888888888888888,0.5,0.5705497885428682,0.5
